Show ID,Type,Title,Directors,Country,Date Added,Rating,Duration,Listed In,Duration in Minutes,Year Addes To Netflix 2008 - 2020,output,flag,username,timestamp
s10,TV Show,Dick Johnson Is Dead,Kirsten Johnson,United States,2021-05-21,PG-13,90 min,Documentaries,90,,Movie,,,2024-08-31 20:25:23.277126
